Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
2,1792,4,10,306,4,0,244,0.006514657980456,358.4,0,Sleeper,Premium Tatkal,BBS,UMB,Rajdhani,No_Special_Consideration,No,early,Child
5,775,12,20,31,8,3,244,0.15625,59.61538461538461,0,1AC,General,BBS,ASR,Shatabdi,Defense Quota,No,early,Senior Citizen
4,1849,19,28,210,12,2,244,0.0189573459715639,92.45,1,Sleeper,Ladies,CNB,SC,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
4,658,5,8,463,10,4,244,0.0086206896551724,109.66666666666669,1,3AC,Ladies,HWH,NJP,Shatabdi,Senior Citizen,Yes,early,Adult
3,383,14,21,269,4,3,244,0.0111111111111111,25.533333333333335,1,3AC,General,SC,JHS,Superfast,Senior Citizen,Yes,early,Adult
1,1284,15,6,255,4,1,244,0.00390625,80.25,1,Sleeper,Ladies,JHS,MAS,Shatabdi,No_Special_Consideration,Yes,early,Child
3,364,10,13,335,8,6,244,0.0089285714285714,33.09090909090909,1,2AC,Premium Tatkal,ASR,MMCT,Express,Senior Citizen,Yes,early,Senior Citizen
4,425,5,4,489,5,0,244,0.0081632653061224,70.83333333333333,0,Sleeper,Tatkal,ADI,BSB,Superfast,Defense Quota,No,early,Senior Citizen
2,1826,11,31,287,10,6,244,0.0069444444444444,152.16666666666666,1,2AC,Premium Tatkal,UMB,JHS,Rajdhani,Defense Quota,Yes,early,Senior Citizen
4,1507,7,3,460,3,1,244,0.0086767895878524,188.375,1,2AC,General,NDLS,ADI,Express,Defense Quota,Yes,early,Adult
5,1739,19,37,473,12,0,244,0.010548523206751,86.95,1,3AC,Ladies,GKP,SBC,Express,Defense Quota,Yes,early,Child
1,685,6,32,164,3,1,244,0.006060606060606,97.85714285714286,0,Sleeper,General,MMCT,JHS,Express,Senior Citizen,No,early,Adult
5,452,17,32,382,2,6,244,0.0130548302872062,25.11111111111111,1,3AC,Premium Tatkal,BSB,LTT,Rajdhani,Senior Citizen,Yes,early,Child
1,61,17,44,285,7,4,244,0.0034965034965034,3.388888888888889,1,3AC,Ladies,JHS,SC,Rajdhani,Senior Citizen,Yes,early,Child
5,1915,9,22,460,1,5,244,0.0108459869848156,191.5,1,3AC,Premium Tatkal,CSMT,BBS,Rajdhani,Defense Quota,Yes,early,Senior Citizen
2,535,9,20,17,11,2,244,0.1111111111111111,53.5,1,1AC,General,LKO,SC,Express,Senior Citizen,Yes,early,Senior Citizen
5,1795,15,17,375,10,2,244,0.0132978723404255,112.1875,0,2AC,Premium Tatkal,GKP,KOAA,Superfast,Defense Quota,No,early,Child
1,1986,17,22,426,11,6,244,0.0023419203747072,110.33333333333331,0,2AC,Tatkal,BSB,CSMT,Shatabdi,Defense Quota,No,early,Child
2,955,14,2,474,12,4,244,0.0042105263157894,63.666666666666664,0,2AC,General,BSB,GKP,Rajdhani,Senior Citizen,No,early,Child
1,1079,9,40,50,3,4,244,0.0196078431372549,107.9,1,Sleeper,Ladies,BBS,JU,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
2,975,12,31,87,6,0,244,0.0227272727272727,75.0,1,Sleeper,Tatkal,GKP,LKO,Shatabdi,Senior Citizen,Yes,early,Child
3,1739,7,2,177,9,6,244,0.0168539325842696,217.375,0,Sleeper,Premium Tatkal,SBC,JP,Superfast,No_Special_Consideration,No,early,Adult
5,841,19,8,446,8,6,244,0.0111856823266219,42.05,1,Sleeper,Premium Tatkal,BCT,GKP,Express,No_Special_Consideration,Yes,early,Adult
4,884,13,2,106,12,0,244,0.0373831775700934,63.142857142857146,0,1AC,Tatkal,GKP,CNB,Superfast,Defense Quota,No,early,Adult
2,380,12,16,123,10,2,244,0.0161290322580645,29.23076923076923,1,2AC,Ladies,BSB,UMB,Superfast,Defense Quota,Yes,early,Child
5,1096,17,9,56,2,5,244,0.087719298245614,60.888888888888886,0,3AC,Tatkal,BBS,LTT,Rajdhani,No_Special_Consideration,No,early,Child
4,1845,2,28,342,4,5,244,0.0116618075801749,615.0,1,Sleeper,General,BBS,BSB,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
2,1160,7,6,159,9,3,244,0.0125,145.0,0,1AC,Ladies,LKO,NJP,Rajdhani,Senior Citizen,No,early,Senior Citizen
4,414,8,23,62,5,3,244,0.0634920634920634,46.0,1,Sleeper,Tatkal,BBS,JU,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
3,308,4,18,195,10,6,244,0.0153061224489795,61.6,0,Sleeper,Tatkal,SC,BSB,Shatabdi,Senior Citizen,No,early,Senior Citizen
3,1861,13,42,135,9,5,244,0.0220588235294117,132.92857142857142,0,1AC,Premium Tatkal,LKO,BSB,Superfast,Defense Quota,No,early,Child
4,1409,11,23,228,11,5,244,0.0174672489082969,117.41666666666669,0,Sleeper,Ladies,LTT,PNBE,Express,No_Special_Consideration,No,early,Senior Citizen
5,1093,4,18,265,6,4,244,0.018796992481203,218.6,0,Sleeper,Premium Tatkal,BBS,SBC,Rajdhani,Senior Citizen,No,early,Child
1,1102,19,21,87,4,4,244,0.0113636363636363,55.1,1,2AC,Ladies,CSMT,UMB,Superfast,No_Special_Consideration,Yes,early,Adult
5,1104,10,28,308,4,4,244,0.0161812297734627,100.36363636363636,1,2AC,Ladies,BBS,GKP,Superfast,No_Special_Consideration,Yes,early,Child
2,1494,7,36,478,12,3,244,0.0041753653444676,186.75,1,1AC,General,PNBE,HWH,Shatabdi,Defense Quota,Yes,early,Adult
2,668,3,21,5,1,4,244,0.3333333333333333,167.0,1,3AC,Premium Tatkal,ADI,JU,Express,Senior Citizen,Yes,early,Senior Citizen
5,1433,5,5,396,5,0,244,0.0125944584382871,238.83333333333337,1,Sleeper,Tatkal,KOAA,JHS,Rajdhani,Senior Citizen,Yes,early,Child
4,721,14,28,188,4,2,244,0.0211640211640211,48.06666666666667,1,2AC,Ladies,SC,CNB,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
4,462,6,20,322,4,4,244,0.0123839009287925,66.0,1,2AC,Premium Tatkal,UMB,GKP,Shatabdi,Defense Quota,Yes,early,Senior Citizen
2,1460,10,44,60,9,6,244,0.0327868852459016,132.72727272727272,1,Sleeper,General,ADI,KOAA,Shatabdi,Senior Citizen,Yes,early,Child
1,1319,19,32,26,1,0,244,0.037037037037037,65.95,0,1AC,Premium Tatkal,KOAA,NJP,Express,Defense Quota,No,early,Adult
5,759,15,21,254,5,4,244,0.0196078431372549,47.4375,1,1AC,General,NDLS,MAS,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,334,19,17,230,11,4,244,0.0216450216450216,16.7,1,2AC,Tatkal,JHS,UMB,Shatabdi,Senior Citizen,Yes,early,Child
3,690,10,28,402,5,6,244,0.0074441687344913,62.72727272727273,0,2AC,General,BBS,PNBE,Superfast,No_Special_Consideration,No,early,Child
1,1568,16,27,422,1,4,244,0.0023640661938534,92.23529411764706,1,Sleeper,Tatkal,ADI,NJP,Shatabdi,Senior Citizen,Yes,early,Child
1,1854,12,28,443,3,3,244,0.0022522522522522,142.6153846153846,1,3AC,General,KOAA,NDLS,Shatabdi,No_Special_Consideration,Yes,early,Child
4,733,16,45,170,8,3,244,0.023391812865497,43.11764705882353,0,Sleeper,Tatkal,MMCT,CSMT,Rajdhani,Defense Quota,No,early,Senior Citizen
2,1799,8,42,445,5,2,244,0.0044843049327354,199.88888888888889,1,2AC,Premium Tatkal,JP,JU,Rajdhani,No_Special_Consideration,Yes,early,Child
4,512,7,34,303,8,6,244,0.0131578947368421,64.0,0,2AC,Tatkal,ADI,JU,Rajdhani,Senior Citizen,No,early,Senior Citizen
5,1330,19,13,15,2,2,244,0.3125,66.5,0,3AC,General,CNB,KOAA,Superfast,Defense Quota,No,early,Adult
2,911,3,46,436,7,0,244,0.0045766590389016,227.75,0,3AC,Tatkal,LTT,GKP,Superfast,Senior Citizen,No,early,Child
1,1216,8,47,314,9,4,244,0.0031746031746031,135.11111111111111,0,1AC,General,PNBE,JU,Rajdhani,No_Special_Consideration,No,early,Adult
3,786,9,46,297,11,6,244,0.0100671140939597,78.6,0,1AC,Ladies,NDLS,MAS,Rajdhani,Defense Quota,No,early,Child
1,1664,16,23,279,10,6,244,0.0035714285714285,97.88235294117646,0,2AC,Tatkal,SBC,SBC,Shatabdi,No_Special_Consideration,No,early,Child
2,401,10,43,425,1,3,244,0.0046948356807511,36.45454545454545,0,2AC,General,LTT,CSMT,Rajdhani,No_Special_Consideration,No,early,Child
1,1684,2,45,468,8,4,244,0.0021321961620469,561.3333333333334,0,3AC,Ladies,JHS,NDLS,Express,Senior Citizen,No,early,Child
4,1427,5,16,340,3,1,244,0.0117302052785923,237.83333333333337,1,2AC,Premium Tatkal,PNBE,MMCT,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
5,1138,19,40,2,7,6,244,1.6666666666666667,56.9,0,1AC,Premium Tatkal,MAS,JP,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
1,1052,13,20,414,8,0,244,0.0024096385542168,75.14285714285714,0,2AC,Premium Tatkal,UMB,BBS,Shatabdi,No_Special_Consideration,No,early,Child
4,232,12,16,389,3,6,244,0.0102564102564102,17.846153846153847,0,2AC,Premium Tatkal,ADI,SC,Superfast,Defense Quota,No,early,Child
2,192,13,21,141,8,5,244,0.0140845070422535,13.714285714285714,0,2AC,Tatkal,JP,ADI,Express,Senior Citizen,No,early,Senior Citizen
1,1754,17,47,422,12,6,244,0.0023640661938534,97.44444444444444,1,2AC,Tatkal,SBC,JHS,Shatabdi,Defense Quota,Yes,early,Child
3,1440,16,39,99,7,2,244,0.03,84.70588235294117,1,1AC,Ladies,LKO,NDLS,Superfast,Senior Citizen,Yes,early,Senior Citizen
1,1161,5,28,192,2,5,244,0.005181347150259,193.5,0,2AC,Ladies,UMB,PNBE,Express,Defense Quota,No,early,Senior Citizen
1,624,16,39,1,2,1,244,0.5,36.705882352941174,0,3AC,Tatkal,CNB,BSB,Rajdhani,Defense Quota,No,early,Adult
3,1083,8,44,442,4,4,244,0.0067720090293453,120.33333333333331,0,3AC,Premium Tatkal,ASR,LKO,Superfast,Senior Citizen,No,early,Adult
3,1587,2,12,158,7,1,244,0.0188679245283018,529.0,1,2AC,Tatkal,LKO,JHS,Superfast,No_Special_Consideration,Yes,early,Child
2,1623,16,39,160,9,1,244,0.0124223602484472,95.47058823529412,1,Sleeper,Ladies,NJP,JP,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
5,1608,5,44,362,2,5,244,0.0137741046831955,268.0,1,3AC,Tatkal,BBS,JU,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
1,514,18,45,360,6,0,244,0.002770083102493,27.05263157894737,1,2AC,General,JHS,NDLS,Superfast,No_Special_Consideration,Yes,early,Child
2,590,5,41,343,11,4,244,0.005813953488372,98.33333333333331,1,3AC,Premium Tatkal,BSB,NDLS,Rajdhani,Senior Citizen,Yes,early,Adult
2,206,16,3,487,12,6,244,0.0040983606557377,12.117647058823527,1,3AC,Tatkal,CNB,ADI,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,453,13,17,409,11,5,244,0.0121951219512195,32.357142857142854,1,1AC,Ladies,NDLS,SC,Express,Senior Citizen,Yes,early,Senior Citizen
3,264,6,8,80,11,2,244,0.037037037037037,37.714285714285715,1,Sleeper,Premium Tatkal,UMB,CSMT,Superfast,No_Special_Consideration,Yes,early,Child
4,1804,12,15,372,6,0,244,0.0107238605898123,138.76923076923077,0,2AC,Ladies,PNBE,MMCT,Express,Defense Quota,No,early,Adult
5,295,7,11,41,6,4,244,0.119047619047619,36.875,0,2AC,Ladies,CNB,BCT,Express,No_Special_Consideration,No,early,Senior Citizen
5,529,18,31,476,1,3,244,0.010482180293501,27.842105263157897,0,2AC,Premium Tatkal,NDLS,GKP,Shatabdi,No_Special_Consideration,No,early,Child
2,728,13,40,91,6,1,244,0.0217391304347826,52.0,0,2AC,Tatkal,HWH,NJP,Express,Senior Citizen,No,early,Adult
5,425,4,16,411,4,0,244,0.012135922330097,85.0,0,Sleeper,Tatkal,SC,JU,Rajdhani,No_Special_Consideration,No,early,Adult
3,1348,10,20,336,11,2,244,0.0089020771513353,122.54545454545456,1,Sleeper,General,PNBE,BBS,Express,Senior Citizen,Yes,early,Child
1,235,16,8,30,9,0,244,0.032258064516129,13.823529411764708,0,Sleeper,Premium Tatkal,SBC,BBS,Rajdhani,Defense Quota,No,early,Child
1,263,12,28,430,6,3,244,0.0023201856148491,20.23076923076923,0,1AC,Premium Tatkal,NDLS,PNBE,Shatabdi,Senior Citizen,No,early,Adult
3,1053,19,40,172,7,0,244,0.0173410404624277,52.65,0,2AC,Ladies,JHS,JP,Shatabdi,No_Special_Consideration,No,early,Adult
2,1253,18,34,194,12,5,244,0.0102564102564102,65.94736842105263,1,1AC,Tatkal,BBS,SBC,Shatabdi,Defense Quota,Yes,early,Senior Citizen
2,1281,15,36,142,8,3,244,0.0139860139860139,80.0625,0,1AC,Tatkal,UMB,SBC,Shatabdi,Senior Citizen,No,early,Child
3,133,3,7,11,8,5,244,0.25,33.25,0,2AC,General,NJP,SBC,Rajdhani,Senior Citizen,No,early,Adult
4,1872,2,13,116,6,3,244,0.0341880341880341,624.0,1,Sleeper,Premium Tatkal,BCT,NDLS,Rajdhani,Defense Quota,Yes,early,Adult
4,73,9,4,172,5,4,244,0.0231213872832369,7.3,1,2AC,Ladies,JHS,CSMT,Express,Senior Citizen,Yes,early,Senior Citizen
4,503,8,29,195,8,6,244,0.0204081632653061,55.888888888888886,0,1AC,Premium Tatkal,BBS,JU,Rajdhani,Senior Citizen,No,early,Adult
3,817,7,29,393,3,2,244,0.0076142131979695,102.125,0,1AC,Ladies,NDLS,KOAA,Shatabdi,Defense Quota,No,early,Senior Citizen
3,247,19,17,48,11,1,244,0.0612244897959183,12.35,1,Sleeper,Premium Tatkal,GKP,MAS,Superfast,Defense Quota,Yes,early,Adult
4,1219,5,29,317,12,3,244,0.0125786163522012,203.16666666666663,1,Sleeper,Ladies,LTT,MMCT,Express,Defense Quota,Yes,early,Child
5,1818,16,14,143,8,6,244,0.0347222222222222,106.94117647058825,1,2AC,Ladies,JU,GKP,Shatabdi,Defense Quota,Yes,early,Child
4,525,6,43,255,7,6,244,0.015625,75.0,0,3AC,General,LKO,ASR,Superfast,Senior Citizen,No,early,Senior Citizen
2,769,10,22,364,8,1,244,0.0054794520547945,69.9090909090909,1,3AC,Ladies,JU,JHS,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
4,449,17,4,283,1,2,244,0.0140845070422535,24.944444444444443,1,1AC,Tatkal,BBS,JP,Express,Defense Quota,Yes,early,Senior Citizen
5,1239,14,25,60,11,2,244,0.081967213114754,82.6,0,Sleeper,General,CNB,CNB,Superfast,Senior Citizen,No,early,Adult
5,1410,8,32,26,11,1,244,0.1851851851851851,156.66666666666666,0,Sleeper,Ladies,MAS,MMCT,Shatabdi,No_Special_Consideration,No,early,Adult
2,585,6,37,405,9,3,244,0.0049261083743842,83.57142857142857,1,2AC,Tatkal,CNB,BSB,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
4,211,12,4,211,8,3,244,0.0188679245283018,16.23076923076923,1,1AC,Premium Tatkal,PNBE,PNBE,Superfast,Defense Quota,Yes,early,Senior Citizen
5,1040,3,11,241,7,6,244,0.0206611570247933,260.0,0,Sleeper,Ladies,ADI,NJP,Rajdhani,Senior Citizen,No,early,Child
5,781,8,47,34,11,6,244,0.1428571428571428,86.77777777777777,1,1AC,Premium Tatkal,LTT,HWH,Rajdhani,Defense Quota,Yes,early,Adult
4,105,2,45,97,4,1,244,0.0408163265306122,35.0,1,2AC,Ladies,JP,NDLS,Shatabdi,No_Special_Consideration,Yes,early,Adult
1,179,6,17,132,5,0,244,0.0075187969924812,25.571428571428573,0,3AC,Ladies,ADI,BSB,Rajdhani,Senior Citizen,No,early,Senior Citizen
1,1888,18,35,282,11,6,244,0.0035335689045936,99.36842105263158,1,Sleeper,Premium Tatkal,NDLS,NDLS,Superfast,Senior Citizen,Yes,early,Adult
5,1604,15,21,424,8,6,244,0.0117647058823529,100.25,0,3AC,Premium Tatkal,BCT,MMCT,Express,No_Special_Consideration,No,early,Senior Citizen
2,1551,9,41,274,11,4,244,0.0072727272727272,155.1,0,3AC,Ladies,CSMT,CNB,Express,No_Special_Consideration,No,early,Senior Citizen
1,1587,13,17,137,1,1,244,0.0072463768115942,113.35714285714286,0,Sleeper,Premium Tatkal,UMB,ADI,Rajdhani,Senior Citizen,No,early,Child
4,195,8,24,332,1,0,244,0.012012012012012,21.666666666666668,0,2AC,General,ASR,ADI,Rajdhani,Defense Quota,No,early,Senior Citizen
4,1877,7,27,67,5,2,244,0.0588235294117647,234.625,0,3AC,Tatkal,JU,MAS,Express,Defense Quota,No,early,Senior Citizen
5,869,8,27,122,4,0,244,0.040650406504065,96.55555555555556,0,3AC,General,BCT,SBC,Rajdhani,Senior Citizen,No,early,Senior Citizen
3,1839,8,15,55,4,2,244,0.0535714285714285,204.33333333333337,1,1AC,Tatkal,CSMT,UMB,Superfast,Defense Quota,Yes,early,Senior Citizen
1,1855,13,14,460,1,1,244,0.0021691973969631,132.5,0,2AC,Ladies,KOAA,LKO,Superfast,Senior Citizen,No,early,Senior Citizen
5,1079,16,7,47,10,3,244,0.1041666666666666,63.47058823529411,1,3AC,Tatkal,ADI,NJP,Express,Senior Citizen,Yes,early,Adult
3,627,16,45,491,12,5,244,0.0060975609756097,36.88235294117647,0,2AC,Ladies,ASR,GKP,Rajdhani,Defense Quota,No,early,Child
4,1786,13,24,179,7,6,244,0.0222222222222222,127.57142857142856,1,2AC,Ladies,MAS,ADI,Superfast,Defense Quota,Yes,early,Senior Citizen
4,1483,15,37,112,7,5,244,0.0353982300884955,92.6875,1,2AC,General,MMCT,SBC,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
3,975,3,25,242,5,0,244,0.0123456790123456,243.75,1,Sleeper,General,JU,JHS,Superfast,No_Special_Consideration,Yes,early,Child
3,1837,12,38,467,12,1,244,0.0064102564102564,141.30769230769232,0,1AC,Premium Tatkal,MAS,UMB,Shatabdi,No_Special_Consideration,No,early,Child
5,291,19,24,7,11,2,244,0.625,14.55,1,1AC,Ladies,SC,MMCT,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
2,1236,16,13,333,12,6,244,0.0059880239520958,72.70588235294117,0,Sleeper,Tatkal,ASR,BSB,Rajdhani,Senior Citizen,No,early,Senior Citizen
5,127,11,34,369,5,2,244,0.0135135135135135,10.583333333333334,1,2AC,Tatkal,LKO,LTT,Shatabdi,Senior Citizen,Yes,early,Adult
4,67,12,47,371,9,5,244,0.010752688172043,5.153846153846154,1,3AC,Ladies,BCT,BBS,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
4,409,10,36,396,3,2,244,0.0100755667506297,37.18181818181818,1,3AC,Premium Tatkal,JHS,LKO,Superfast,No_Special_Consideration,Yes,early,Adult
3,604,5,24,108,1,0,244,0.0275229357798165,100.66666666666669,1,1AC,Ladies,ADI,ADI,Express,No_Special_Consideration,Yes,early,Child
1,1136,2,38,118,4,2,244,0.0084033613445378,378.6666666666667,0,2AC,Ladies,GKP,CNB,Express,No_Special_Consideration,No,early,Adult
4,1184,4,8,202,8,3,244,0.0197044334975369,236.8,1,3AC,Ladies,SC,SC,Express,Defense Quota,Yes,early,Adult
1,1723,8,25,152,10,2,244,0.0065359477124183,191.44444444444449,1,2AC,Ladies,CSMT,JP,Shatabdi,No_Special_Consideration,Yes,early,Adult
2,354,14,45,58,3,5,244,0.0338983050847457,23.6,0,Sleeper,General,HWH,BSB,Express,Defense Quota,No,early,Child
2,1070,3,12,300,2,6,244,0.0066445182724252,267.5,0,1AC,General,SC,JHS,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,1518,6,27,231,7,6,244,0.021551724137931,216.8571428571429,0,2AC,Ladies,CSMT,JP,Superfast,Defense Quota,No,early,Child
4,368,14,27,279,6,3,244,0.0142857142857142,24.533333333333335,1,2AC,Tatkal,CNB,SC,Superfast,Senior Citizen,Yes,early,Child
5,850,19,3,91,9,4,244,0.0543478260869565,42.5,1,3AC,Ladies,ADI,JP,Rajdhani,Defense Quota,Yes,early,Child
1,962,10,5,165,6,0,244,0.0060240963855421,87.45454545454545,0,3AC,Ladies,KOAA,MMCT,Superfast,Defense Quota,No,early,Senior Citizen
1,1607,8,19,36,3,5,244,0.027027027027027,178.55555555555554,0,2AC,Tatkal,BSB,BBS,Express,No_Special_Consideration,No,early,Adult
4,1313,18,13,476,11,3,244,0.0083857442348008,69.10526315789474,1,3AC,Ladies,JP,GKP,Rajdhani,Defense Quota,Yes,early,Adult
1,609,12,36,104,2,5,244,0.0095238095238095,46.84615384615385,1,Sleeper,Premium Tatkal,KOAA,MAS,Express,Senior Citizen,Yes,early,Child
2,82,15,37,87,10,5,244,0.0227272727272727,5.125,1,3AC,Ladies,GKP,KOAA,Rajdhani,Senior Citizen,Yes,early,Adult
2,1671,4,23,353,9,2,244,0.0056497175141242,334.2,0,1AC,Ladies,UMB,UMB,Rajdhani,Senior Citizen,No,early,Adult
5,1011,15,2,370,10,6,244,0.013477088948787,63.1875,0,Sleeper,Premium Tatkal,MMCT,BSB,Rajdhani,No_Special_Consideration,No,early,Child
1,1312,12,44,132,3,3,244,0.0075187969924812,100.92307692307692,0,3AC,Premium Tatkal,MMCT,JU,Shatabdi,Senior Citizen,No,early,Senior Citizen
5,175,18,33,366,4,3,244,0.0136239782016348,9.210526315789474,1,1AC,Ladies,ASR,PNBE,Rajdhani,Senior Citizen,Yes,early,Child
3,1333,4,5,270,1,2,244,0.011070110701107,266.6,0,3AC,Tatkal,PNBE,PNBE,Rajdhani,Senior Citizen,No,early,Adult
2,571,2,38,132,1,1,244,0.0150375939849624,190.33333333333337,0,2AC,General,CSMT,GKP,Rajdhani,Defense Quota,No,early,Senior Citizen
2,1658,15,2,255,12,2,244,0.0078125,103.625,0,1AC,Ladies,BBS,LKO,Superfast,Defense Quota,No,early,Child
2,1807,9,46,279,8,0,244,0.0071428571428571,180.7,0,3AC,Tatkal,JHS,KOAA,Superfast,Defense Quota,No,early,Senior Citizen
5,1006,10,12,105,12,6,244,0.0471698113207547,91.45454545454544,1,2AC,Tatkal,MMCT,MAS,Superfast,No_Special_Consideration,Yes,early,Child
4,1410,5,40,38,9,3,244,0.1025641025641025,235.0,1,3AC,Tatkal,ADI,JHS,Express,No_Special_Consideration,Yes,early,Adult
5,1566,16,43,83,5,4,244,0.0595238095238095,92.11764705882354,1,Sleeper,General,GKP,ASR,Rajdhani,Defense Quota,Yes,early,Adult
1,202,9,32,384,7,0,244,0.0025974025974025,20.2,0,3AC,General,KOAA,BCT,Express,No_Special_Consideration,No,early,Child
1,881,10,16,485,4,3,244,0.0020576131687242,80.0909090909091,1,1AC,Tatkal,BCT,CNB,Rajdhani,Defense Quota,Yes,early,Senior Citizen
3,58,8,18,222,12,6,244,0.0134529147982062,6.444444444444445,0,Sleeper,General,BBS,JHS,Shatabdi,Defense Quota,No,early,Adult
4,1301,2,22,15,11,2,244,0.25,433.6666666666667,1,1AC,Ladies,CSMT,UMB,Express,Senior Citizen,Yes,early,Child
2,1125,9,39,462,12,6,244,0.0043196544276457,112.5,0,3AC,Premium Tatkal,BCT,GKP,Express,No_Special_Consideration,No,early,Adult
1,119,5,34,241,2,5,244,0.0041322314049586,19.833333333333332,0,2AC,Ladies,ASR,HWH,Rajdhani,Senior Citizen,No,early,Senior Citizen
1,1741,9,23,64,8,3,244,0.0153846153846153,174.1,0,3AC,General,SBC,BSB,Shatabdi,Defense Quota,No,early,Adult
2,1968,13,35,189,10,6,244,0.0105263157894736,140.57142857142858,0,2AC,Tatkal,HWH,JHS,Rajdhani,Defense Quota,No,early,Child
3,1180,6,38,183,7,4,244,0.0163043478260869,168.57142857142858,0,2AC,Ladies,JHS,UMB,Shatabdi,Senior Citizen,No,early,Adult
5,1183,14,4,107,3,1,244,0.0462962962962962,78.86666666666666,0,Sleeper,Ladies,UMB,HWH,Express,Senior Citizen,No,early,Senior Citizen
4,366,4,24,488,8,0,244,0.0081799591002045,73.2,1,Sleeper,Tatkal,UMB,BCT,Superfast,Defense Quota,Yes,early,Adult
4,452,7,3,38,12,0,244,0.1025641025641025,56.5,1,1AC,Tatkal,ASR,BBS,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
5,717,12,20,471,3,1,244,0.010593220338983,55.15384615384615,0,2AC,Tatkal,JP,PNBE,Superfast,Senior Citizen,No,early,Child
4,956,2,24,345,2,1,244,0.0115606936416184,318.6666666666667,1,2AC,Premium Tatkal,BBS,NDLS,Rajdhani,Senior Citizen,Yes,early,Adult
4,1801,18,30,466,10,2,244,0.0085653104925053,94.78947368421052,0,1AC,Tatkal,BBS,PNBE,Rajdhani,Defense Quota,No,early,Senior Citizen
1,1568,3,24,229,6,3,244,0.0043478260869565,392.0,0,Sleeper,Tatkal,NJP,GKP,Shatabdi,No_Special_Consideration,No,early,Child
2,1280,17,39,313,7,0,244,0.0063694267515923,71.11111111111111,0,3AC,Ladies,SBC,NJP,Shatabdi,Defense Quota,No,early,Child
1,1938,6,10,228,1,3,244,0.0043668122270742,276.85714285714283,1,1AC,General,BCT,SC,Superfast,No_Special_Consideration,Yes,early,Child
5,696,4,43,2,4,1,244,1.6666666666666667,139.2,1,Sleeper,Premium Tatkal,MAS,ASR,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
1,651,13,44,130,12,1,244,0.0076335877862595,46.5,0,2AC,Tatkal,CNB,JHS,Rajdhani,Senior Citizen,No,early,Child
3,1938,10,12,456,2,0,244,0.0065645514223194,176.1818181818182,0,2AC,Ladies,SC,SBC,Shatabdi,Defense Quota,No,early,Child
4,624,9,25,437,9,6,244,0.0091324200913242,62.4,1,3AC,General,SBC,GKP,Shatabdi,Senior Citizen,Yes,early,Child
4,1579,10,30,134,12,6,244,0.0296296296296296,143.54545454545453,0,Sleeper,General,GKP,NJP,Rajdhani,Senior Citizen,No,early,Senior Citizen
3,1788,14,29,440,6,6,244,0.0068027210884353,119.2,0,Sleeper,Premium Tatkal,UMB,GKP,Express,No_Special_Consideration,No,early,Senior Citizen
2,1082,13,7,351,7,4,244,0.0056818181818181,77.28571428571429,1,2AC,Tatkal,HWH,KOAA,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
5,792,3,45,87,3,0,244,0.0568181818181818,198.0,0,Sleeper,Ladies,ADI,NDLS,Shatabdi,Defense Quota,No,early,Senior Citizen
2,378,7,12,458,2,0,244,0.0043572984749455,47.25,0,2AC,Ladies,CNB,LTT,Superfast,Defense Quota,No,early,Adult
2,935,19,15,455,11,4,244,0.0043859649122807,46.75,1,1AC,General,CNB,MMCT,Superfast,Senior Citizen,Yes,early,Child
2,1697,3,34,437,6,4,244,0.0045662100456621,424.25,0,Sleeper,Ladies,GKP,UMB,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
2,1100,13,7,491,2,6,244,0.0040650406504065,78.57142857142857,1,Sleeper,Premium Tatkal,BSB,PNBE,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
4,712,17,17,271,9,4,244,0.0147058823529411,39.55555555555556,1,Sleeper,Tatkal,ADI,BBS,Superfast,Senior Citizen,Yes,early,Senior Citizen
5,649,11,7,41,10,6,244,0.119047619047619,54.083333333333336,0,3AC,Premium Tatkal,LKO,ASR,Superfast,Defense Quota,No,early,Adult
